content,length,word_count,type
30-12-2019 - 30-06-2020,23,3,visible_text
77,2,1,visible_text
PR/KN/170728/000125,19,1,visible_text
PRM/KA/RERA/1251/310/PR/170916/000125,37,1,visible_text
Brigade Enterprises Ltd,23,3,visible_text
Brigade Panorama,16,2,visible_text
30/04/2019,10,1,visible_text
30-04-2019,10,1,visible_text
78,2,1,visible_text
PR/KN/170729/000344,19,1,visible_text
PRM/KA/RERA/1251/309/PR/171014/000344,37,1,visible_text
Vaishnavi Infrastructure Private Limited,40,4,visible_text
VAISHNAVI ARS GARDENIA,22,3,visible_text
79,2,1,visible_text
PR/KN/170729/000128,19,1,visible_text
PRM/KA/RERA/1251/310/PR/170915/000128,37,1,visible_text
Pramuk Infracon LLP,19,3,visible_text
Pramuk MM Meridian,18,3,visible_text
01-07-2019 - 30-09-2019,23,3,visible_text
80,2,1,visible_text
PR/KN/170728/000129,19,1,visible_text
PRM/KA/RERA/1251/309/PR/170913/000129,37,1,visible_text
PRESTIGE DEJAVU,15,2,visible_text
81,2,1,visible_text
PR/KN/170729/000310,19,1,visible_text
PRM/KA/RERA/1251/446/PR/171025/000310,37,1,visible_text
Sterling Developers Private Limited,35,4,visible_text
Sterling Infinia,16,2,visible_text
25/10/2017,10,1,visible_text
30/09/2025,10,1,visible_text
30-09-2022 - 30-09-2023,23,3,visible_text
30-09-2023 - 30-09-2025,23,3,visible_text
82,2,1,visible_text
PR/KN/170728/000146,19,1,visible_text
PRM/KA/RERA/1251/309/PR/170916/000146,37,1,visible_text
SMART VALUE HOMES (PEENYA PROJECT) PRIVATE LIMITED,50,7,visible_text
NEW HAVEN BENGALURU PHASE II,28,5,visible_text
83,2,1,visible_text
PR/KN/170729/000161,19,1,visible_text
PRM/KA/RERA/1251/309/PR/171014/000161,37,1,visible_text
Bhartiya City Developers Private Limited,40,5,visible_text
Nikoo Homes I (Towers 1 - 6 & 10),33,9,visible_text
30/06/2018,10,1,visible_text
30-06-2018,10,1,visible_text
84,2,1,visible_text
PR/KN/170731/000263,19,1,visible_text
PRM/KA/RERA/1251/308/PR/171014/000263,37,1,visible_text
Radiant Properties,18,2,visible_text
Radiant Spencer Annex,21,3,visible_text
31/05/2020,10,1,visible_text
31-05-2019,10,1,visible_text
31-05-2019 - 31-05-2020,23,3,visible_text
85,2,1,visible_text
PR/KN/170731/000142,19,1,visible_text
PRM/KA/RERA/1251/309/PR/171123/000142,37,1,visible_text
Bhandari Construction and Developers Pvt. Ltd.,46,6,visible_text
BCD Paradiso,12,2,visible_text
23/11/2017,10,1,visible_text
11/08/2024,10,1,visible_text
11-11-2023,10,1,visible_text
11-11-2023 - 11-08-2024,23,3,visible_text
86,2,1,visible_text
PR/KN/170728/000148,19,1,visible_text
PRM/KA/RERA/1251/309/PR/171014/000148,37,1,visible_text
Sterling Pointe,15,2,visible_text
10/11/2023,10,1,visible_text
30-09-2020 - 30-06-2021,23,3,visible_text
30-12-2019 - 30-09-2020,23,3,visible_text
30-06-2021 - 10-11-2023,23,3,visible_text
87,2,1,visible_text
PR/KN/170730/000173,19,1,visible_text
PRM/KA/RERA/1251/310/PR/171014/000173,37,1,visible_text
Relationship Properties Private Limited,39,4,visible_text
Parkwest - Olive - Tower 1,26,6,visible_text
31/07/2018,10,1,visible_text
31-07-2018,10,1,visible_text
88,2,1,visible_text
PR/KN/170731/000162,19,1,visible_text
PRM/KA/RERA/1251/446/PR/171014/000162,37,1,visible_text
RENAISSANCE HOLDINGS AND DEVELOPERS PVT LTD,43,6,visible_text
"Renaissance Nature Walk Phase III (Building 04,Building 09 and Building 10)",75,11,visible_text
31/07/2020,10,1,visible_text
89,2,1,visible_text
PR/KN/170801/000548,19,1,visible_text
PRM/KA/RERA/1251/446/PR/180208/000548,37,1,visible_text
CORPORATE LEISURE AND PROPERTY DEVELOPMENTS PVT LTD,51,7,visible_text
SUNCITY GLORIA,14,2,visible_text
08/02/2018,10,1,visible_text
90,2,1,visible_text
PR/KN/170729/000151,19,1,visible_text
PRM/KA/RERA/1251/309/PR/170916/000151,37,1,visible_text
CoEvolve Estates Pvt. Ltd. (formerly Asset Handlers Pvt. Ltd.),62,9,visible_text
CoEvolve Northern Star,22,3,visible_text
30/12/2021,10,1,visible_text
31-03-2021,10,1,visible_text
31-03-2021 - 31-12-2021,23,3,visible_text
91,2,1,visible_text
PR/KN/170731/000466,19,1,visible_text
PRM/KA/RERA/1251/446/PR/171016/000466,37,1,visible_text
Monarch,7,1,visible_text
Monarch Aqua - Block A,22,5,visible_text
16/10/2017,10,1,visible_text
08/11/2024,10,1,visible_text
08-02-2024,10,1,visible_text
08-02-2024 - 08-11-2024,23,3,visible_text
92,2,1,visible_text
PR/KN/170731/000630,19,1,visible_text
PRM/KA/RERA/1251/310/PR/171201/000630,37,1,visible_text
Uniworth Finvest Private Limited,32,4,visible_text
Uniworth Serenity,17,2,visible_text
01/12/2017,10,1,visible_text
93,2,1,visible_text
PR/KN/170731/000372,19,1,visible_text
PRM/KA/RERA/1251/310/PR/171014/000372,37,1,visible_text
VIJAYA ENTERPRISES,18,2,visible_text
Hara Vijaya Heights,19,3,visible_text
30/04/2018,10,1,visible_text
30-04-2018,10,1,visible_text
94,2,1,visible_text
PR/KN/170728/000172,19,1,visible_text
PRM/KA/RERA/1251/446/PR/170916/000172,37,1,visible_text
Abraham & Thomas Engineers Pvt Ltd,34,6,visible_text
Cumins Genesis,14,2,visible_text
95,2,1,visible_text
PR/KN/170728/000183,19,1,visible_text
PRM/KA/RERA/1251/310/PR/170915/000183,37,1,visible_text
HV Ventures Projects Pvt Ltd,28,5,visible_text
Habitat Iluminar,16,2,visible_text
30/06/2022,10,1,visible_text
31-12-2020,10,1,visible_text
31-12-2020 - 30-09-2021,23,3,visible_text
30-09-2021 - 30-06-2022,23,3,visible_text
96,2,1,visible_text
PR/KN/170729/000197,19,1,visible_text
PRM/KA/RERA/1251/309/PR/171014/000197,37,1,visible_text
Bhartiya Urban Private Limited,30,4,visible_text
Nikoo Homes II East,19,4,visible_text
30-06-2021 - 30-12-2021,23,3,visible_text
97,2,1,visible_text
PR/KN/170729/000188,19,1,visible_text
PRM/KA/RERA/1251/309/PR/171014/000188,37,1,visible_text
Nikoo Homes II West,19,4,visible_text
30/03/2023,10,1,visible_text
30-06-2022,10,1,visible_text
30-06-2022 - 30-03-2023,23,3,visible_text
98,2,1,visible_text
PR/KN/170728/000176,19,1,visible_text
PRM/KA/RERA/1251/446/PR/170915/000176,37,1,visible_text
Prestige Habitat Ventures,25,3,visible_text
Prestige Lakeside Habitat,25,3,visible_text
31/01/2020,10,1,visible_text
31-01-2020,10,1,visible_text
99,2,1,visible_text
PR/KN/170731/000184,19,1,visible_text
PRM/KA/RERA/1251/309/PR/171015/000184,37,1,visible_text
Bhartiya Leela Residences,25,3,visible_text
30-09-2020,10,1,visible_text
30-06-2021 - 30-06-2022,23,3,visible_text
100,3,1,visible_text
PR/KN/170729/000292,19,1,visible_text
PRM/KA/RERA/1251/310/PR/171015/000292,37,1,visible_text
Parkwest - Mulberry - Tower 3,29,6,visible_text
30/11/2018,10,1,visible_text
30-11-2018,10,1,visible_text
101,3,1,visible_text
PR/KN/170729/000279,19,1,visible_text
PRM/KA/RERA/1251/446/PR/171014/000279,37,1,visible_text
DNR CORPORATION PVT LTD,23,4,visible_text
DNR REFLECTION,14,2,visible_text
102,3,1,visible_text
PR/KN/170801/000187,19,1,visible_text
PRM/KA/RERA/1251/446/PR/171208/000187,37,1,visible_text
MEDA ETERNITY,13,2,visible_text
Meda Eternity,13,2,visible_text
08/12/2017,10,1,visible_text
01/03/2019,10,1,visible_text
01-03-2019,10,1,visible_text
103,3,1,visible_text
PR/KN/170731/000200,19,1,visible_text
PRM/KA/RERA/1251/308/PR/171015/000200,37,1,visible_text
SOWPARNIKA PROJECTS AND INFRASTRUCTURE PVT. LTD.,48,6,visible_text
SOWPARNIKA THARANGINI PHASE I,29,4,visible_text
104,3,1,visible_text
PR/KN/170730/000472,19,1,visible_text
PRM/KA/RERA/1251/309/PR/171015/000472,37,1,visible_text
Hoysala Projects Private Limited,32,4,visible_text
Hoysala Ace-II,14,2,visible_text
15/01/2020,10,1,visible_text
15-01-2019,10,1,visible_text
15-01-2019 - 15-01-2020,23,3,visible_text
105,3,1,visible_text
PR/KN/170729/000194,19,1,visible_text
PRM/KA/RERA/1251/446/PR/170915/000194,37,1,visible_text
Skylark Arcadia Private Limited,31,4,visible_text
Skylark Arcadia,15,2,visible_text
106,3,1,visible_text
PR/KN/170802/000574,19,1,visible_text
PRM/KA/RERA/1251/310/PR/171208/000574,37,1,visible_text
LINEA PROPERTIES,16,2,visible_text
LINEA SUNFLOWER,15,2,visible_text
28/02/2018,10,1,visible_text
28-02-2018,10,1,visible_text
107,3,1,visible_text
PR/KN/170729/000313,19,1,visible_text
PRM/KA/RERA/1251/308/PR/171014/000313,37,1,visible_text
Janaadhar India Private Limited,31,4,visible_text
Janaadhar Shubha II – Cluster 1,31,6,visible_text
108,3,1,visible_text
PR/KN/170731/000523,19,1,visible_text
PRM/KA/RERA/1251/309/PR/171014/000523,37,1,visible_text
MAHABALESHWARA PROMOTERS AND BUILDERS PRIVATE LIMITED,53,6,visible_text
CLASSIQUE EBONY,15,2,visible_text
30/03/2018,10,1,visible_text
30-03-2018,10,1,visible_text
109,3,1,visible_text
PR/KN/170731/000203,19,1,visible_text
VMR CONSTRUCTIONS,17,2,visible_text
VMR ROSEDALE,12,2,visible_text
Your Project is Rejected . Detailed order follows,49,8,visible_text
31/10/2018,10,1,visible_text
31-10-2018,10,1,visible_text
110,3,1,visible_text
PR/KN/170731/000618,19,1,visible_text
PRM/KA/RERA/1251/446/PR/171014/000618,37,1,visible_text
DF SILVERLINE CONSTRUCTIONS,27,3,visible_text
DF SILVERLINE QUEENS TERRACES,29,4,visible_text
111,3,1,visible_text
PR/KN/170728/000208,19,1,visible_text
PRM/KA/RERA/1251/309/PR/170915/000208,37,1,visible_text
PRESTIGE KENILWORTH,19,2,visible_text
112,3,1,visible_text
PR/KN/170729/000283,19,1,visible_text
PRM/KA/RERA/1251/309/PR/171014/000283,37,1,visible_text
Century Real Estate Holdings Private Limited,44,6,visible_text
Century Ethos,13,2,visible_text
113,3,1,visible_text
PR/KN/170731/000211,19,1,visible_text
PRM/KA/RERA/1251/446/PR/171014/000211,37,1,visible_text
Alpine Housing Development Corporation Limited,46,5,visible_text
alpine vistula,14,2,visible_text
30/07/2021,10,1,visible_text
30-10-2020,10,1,visible_text
30-10-2020 - 30-07-2021,23,3,visible_text
114,3,1,visible_text
PR/KN/170728/000219,19,1,visible_text
PRM/KA/RERA/1251/309/PR/170915/000219,37,1,visible_text
Jain Heights and Structures Pvt Ltd,35,6,visible_text
Assetz 22 & Crest,17,4,visible_text
30-03-2021 - 30-03-2022,23,3,visible_text
115,3,1,visible_text
PR/KN/170728/000216,19,1,visible_text
PRM/KA/RERA/1251/446/PR/170915/000216,37,1,visible_text
Prestige Southcity Holdings,27,3,visible_text
Prestige Gulmohar,17,2,visible_text
116,3,1,visible_text
PR/KN/170729/000258,19,1,visible_text
PRM/KA/RERA/1251/446/PR/171014/000258,37,1,visible_text
Habitat Eden Heights,20,3,visible_text
30-03-2022 - 30-03-2023,23,3,visible_text
117,3,1,visible_text
PR/KN/170728/000215,19,1,visible_text
PRM/KA/RERA/1251/310/PR/171015/000215,37,1,visible_text
Stumpp Schuele and Somappa Private Limited,42,6,visible_text
SVASA HOMES,11,2,visible_text
31/08/2019,10,1,visible_text
24-12-2018,10,1,visible_text
24-12-2018 - 31-08-2019,23,3,visible_text
118,3,1,visible_text
PR/KN/170731/000736,19,1,visible_text
mehidevelopers,14,1,visible_text
Aarushi Residency - ''The Rising Sun'',38,6,visible_text
"Your file is rejected because details pertaining to ownership,revenue not provided.",83,11,visible_text
17/04/2019,10,1,visible_text
17-04-2019,10,1,visible_text
119,3,1,visible_text
PR/KN/170728/000222,19,1,visible_text
PRM/KA/RERA/1251/309/PR/170915/000222,37,1,visible_text
Kumar Properties Pvt Ltd,24,4,visible_text
Kumar Kino Platinum,19,3,visible_text
120,3,1,visible_text
PR/KN/170728/000224,19,1,visible_text
PRM/KA/RERA/1251/446/PR/170916/000224,37,1,visible_text
NITESH HOUSING DEVELOPERS PRIVATE LIMITED,41,5,visible_text
Nitesh Melbourne Park,21,3,visible_text
WITHDRAWN,9,1,visible_text
As per the Hon'ble Authority Order dated 12-09-2023 application for project Withdrawal is Approved.,99,14,visible_text
30/12/2022,10,1,visible_text
31-03-2022,10,1,visible_text
31-03-2022 - 31-12-2022,23,3,visible_text
121,3,1,visible_text
PR/KN/170728/000226,19,1,visible_text
PRM/KA/RERA/1251/310/PR/170923/000226,37,1,visible_text
Platinum Properties,19,2,visible_text
Princeville,11,1,visible_text
23/09/2017,10,1,visible_text
122,3,1,visible_text
PR/KN/170728/000229,19,1,visible_text
PRM/KA/RERA/1251/309/PR/170905/000229,37,1,visible_text
"Godrej Construction Projects LLP.,",34,4,visible_text
Godrej Avenues,14,2,visible_text
123,3,1,visible_text
PR/KN/170729/000270,19,1,visible_text
PRM/KA/RERA/1251/310/PR/171014/000270,37,1,visible_text
Total Environment Living Spaces Pvt Ltd,39,6,visible_text
Learning To Fly,15,3,visible_text
30/09/2024,10,1,visible_text
31-12-2023,10,1,visible_text
31-12-2023 - 30-09-2024,23,3,visible_text
124,3,1,visible_text
PR/KN/170729/000230,19,1,visible_text
PRM/KA/RERA/1251/310/PR/170916/000230,37,1,visible_text
Puravankara Ltd,15,2,visible_text
Sound of Water Phase 1 by Puravankara,37,7,visible_text
125,3,1,visible_text
PR/KN/170729/000232,19,1,visible_text
PRM/KA/RERA/1251/446/PR/170915/000232,37,1,visible_text
Alekhya Property Developments Pvt Ltd,37,5,visible_text
Adarsh Lakefront Residential - Phase 1,38,6,visible_text
30/05/2025,10,1,visible_text
30-09-2022 - 30-05-2025,23,3,visible_text
126,3,1,visible_text
PR/KN/170729/000233,19,1,visible_text
PRM/KA/RERA/1251/310/PR/171013/000233,37,1,visible_text
Godrej Home Constructions Private Limited,41,5,visible_text
Godrej Eternity,15,2,visible_text
13/10/2017,10,1,visible_text
15/01/2022,10,1,visible_text
15-04-2020,10,1,visible_text
15-04-2020 - 15-01-2021,23,3,visible_text
15-10-2020 - 15-10-2021,23,3,visible_text
127,3,1,visible_text
PR/KN/170729/000235,19,1,visible_text
PRM/KA/RERA/1251/310/PR/170916/000235,37,1,visible_text
Purva Coronation Square,23,3,visible_text
128,3,1,visible_text
PR/KN/170729/000236,19,1,visible_text
PRM/KA/RERA/1251/310/PR/170915/000236,37,1,visible_text
Purva Star Properties Ltd,25,4,visible_text
Purva Westend,13,2,visible_text
129,3,1,visible_text
PR/KN/170804/000239,19,1,visible_text
PRM/KA/RERA/1251/308/PR/171031/000239,37,1,visible_text
SIGNATURE DWELLINGS PRIVATE LIMITED,35,4,visible_text
SIGNATURE CLASSIC,17,2,visible_text
31/10/2017,10,1,visible_text
130,3,1,visible_text
PR/KN/170731/000245,19,1,visible_text
PRM/KA/RERA/1251/309/PR/171014/000245,37,1,visible_text
L&T Realty Developers Limited,29,4,visible_text
LTCEL RAINTREE BOULEVARD CL1,28,4,visible_text
131,3,1,visible_text
PR/KN/170729/000243,19,1,visible_text
PRM/KA/RERA/1251/310/PR/170915/000243,37,1,visible_text
PRESTIGE SONG OF THE SOUTH PHASE I,34,7,visible_text
30/06/2021,10,1,visible_text
132,3,1,visible_text
PR/KN/170731/000244,19,1,visible_text
PRM/KA/RERA/1251/446/PR/171015/000244,37,1,visible_text
LGCL URBAN HOMES (INDIA) LLP,28,5,visible_text
LGCL UNITED TOWERS,18,3,visible_text
133,3,1,visible_text
PR/KN/170730/000315,19,1,visible_text
PRM/KA/RERA/1251/309/PR/171015/000315,37,1,visible_text
SANSIDH CONSTRUCTIONS,21,2,visible_text
SANSIDH GALAXY,14,2,visible_text
134,3,1,visible_text
PR/KN/170729/000251,19,1,visible_text
PRM/KA/RERA/1251/446/PR/171015/000251,37,1,visible_text
Expat Projects & Development Pvt Ltd,36,6,visible_text
The Wisdom Tree Community,25,4,visible_text
135,3,1,visible_text
PR/KN/170729/000248,19,1,visible_text
PRM/KA/RERA/1251/310/PR/171014/000248,37,1,visible_text
PRESTIGE WESTWOODS,18,2,visible_text
31/08/2018,10,1,visible_text
31-08-2018,10,1,visible_text
136,3,1,visible_text
PR/KN/170729/000249,19,1,visible_text
PRM/KA/RERA/1251/310/PR/170916/000249,37,1,visible_text
G CORP SPACES PVT LTD,21,5,visible_text
G CORP RESIDENCES,17,3,visible_text
30/04/2022,10,1,visible_text
31-07-2021,10,1,visible_text
31-07-2021 - 30-04-2022,23,3,visible_text
137,3,1,visible_text
PR/KN/170730/000277,19,1,visible_text
PRM/KA/RERA/1251/310/PR/171015/000277,37,1,visible_text
Parkwest - Maple - Tower 4,26,6,visible_text
31/03/2023,10,1,visible_text
30-09-2022 - 31-03-2023,23,3,visible_text
138,3,1,visible_text
PR/KN/170729/000254,19,1,visible_text
PRM/KA/RERA/1251/446/PR/170916/000254,37,1,visible_text
vajram holdings private limited,31,4,visible_text
vajram esteva,13,2,visible_text
139,3,1,visible_text
PR/KN/170730/000284,19,1,visible_text
PRM/KA/RERA/1251/310/PR/171015/000284,37,1,visible_text
Parkwest - Sapphire- Tower 5,28,5,visible_text
31/12/2024,10,1,visible_text
30-09-2023 - 31-12-2024,23,3,visible_text
140,3,1,visible_text
PR/KN/170729/000322,19,1,visible_text
PRM/KA/RERA/1251/309/PR/171026/000322,37,1,visible_text
M/S NR GREENWOOD CONSTRUCTION PVT LTD,37,6,visible_text
NR WINDGATES,12,2,visible_text
01/06/2018,10,1,visible_text
01-06-2018,10,1,visible_text
141,3,1,visible_text
PR/KN/170729/000265,19,1,visible_text
PRM/KA/RERA/1251/309/PR/171019/000265,37,1,visible_text
PARTH CONSTRUCTIONS PVT LTD,27,4,visible_text
PARTH GARDENIA,14,2,visible_text
16/11/2024,10,1,visible_text
16-02-2024,10,1,visible_text
16-02-2024 - 16-11-2024,23,3,visible_text
142,3,1,visible_text
PR/KN/170729/000275,19,1,visible_text
PRM/KA/RERA/1251/308/PR/171115/000275,37,1,visible_text
JR HOUSING DEVELOPERS PVT LTD,29,5,visible_text
JR URBANIA PHASE 6,18,4,visible_text
15/11/2017,10,1,visible_text
04/11/2018,10,1,visible_text
04-11-2017,10,1,visible_text
04-11-2017 - 04-11-2018,23,3,visible_text
143,3,1,visible_text
PR/KN/170731/000479,19,1,visible_text
PRM/KA/RERA/1251/310/PR/171015/000479,37,1,visible_text
ARYA GRUHA PRIVATE LIMITED,26,4,visible_text
ARYA HAMSA GRANDE,17,3,visible_text
28/02/2019,10,1,visible_text
30-09-2018 - 28-02-2019,23,3,visible_text
144,3,1,visible_text
PR/KN/170731/000288,19,1,visible_text
PRM/KA/RERA/1251/310/PR/171014/000288,37,1,visible_text
AJMERA HOUSING CORPORATION (BANGALORE),38,4,visible_text
AJMERA ANNEX RESIDENTIAL,24,3,visible_text
145,3,1,visible_text
PR/KN/170731/000272,19,1,visible_text
PRM/KA/RERA/1251/308/PR/171021/000272,37,1,visible_text
Shweta and Gita Constructions India Pvt Ltd,43,7,visible_text
S & G Luxuria,13,4,visible_text
18/01/2019,10,1,visible_text
18-01-2019,10,1,visible_text
146,3,1,visible_text
PR/KN/170731/000266,19,1,visible_text
PRM/KA/RERA/1251/308/PR/171026/000266,37,1,visible_text
PIONEER DEVELOPERS,18,2,visible_text
PIONEER KINGSTOWN,17,2,visible_text
13-06-2021,10,1,visible_text
13-06-2021 - 13-03-2022,23,3,visible_text
13-03-2022 - 30-09-2022,23,3,visible_text
147,3,1,visible_text
PR/KN/170804/001102,19,1,visible_text
AASHISH DEVELOPER & BUILDERS,28,4,visible_text
Ashish Woods,12,2,visible_text
Rejected for Non payment of Penalty,35,6,visible_text
08/06/2017,10,1,visible_text
08-06-2017,10,1,visible_text
148,3,1,visible_text
PR/KN/170729/000274,19,1,visible_text
PRM/KA/RERA/1251/446/PR/171019/000274,37,1,visible_text
BOLLINENI DEVELOPERS LTD,24,3,visible_text
BOLLINENI SILAS,15,2,visible_text
149,3,1,visible_text
PR/KN/170731/000527,19,1,visible_text
PRM/KA/RERA/1251/309/PR/171014/000527,37,1,visible_text
U.K.N. PROPERTIES PRIVATE LIMITED,33,4,visible_text
BELVEDERE by UKN AIRPORT DISTRICT -PHASE 1,42,7,visible_text
02/11/2023,10,1,visible_text
03-02-2022,10,1,visible_text
03-02-2022 - 03-11-2022,23,3,visible_text
03-11-2022 - 02-11-2023,23,3,visible_text
150,3,1,visible_text
PR/KN/170802/000585,19,1,visible_text
PRM/KA/RERA/1251/309/PR/180328/000585,37,1,visible_text
TRISHUL DEVELOPERS,18,2,visible_text
MITTAL PALMS,12,2,visible_text
28/03/2018,10,1,visible_text
01/08/2020,10,1,visible_text
01-08-2019,10,1,visible_text
01-08-2019 - 01-08-2020,23,3,visible_text
151,3,1,visible_text
PR/KN/170729/000281,19,1,visible_text
PRM/KA/RERA/1251/310/PR/170915/000281,37,1,visible_text
PRESTIGE BAGAMANE TEMPLE BELLS,30,4,visible_text
152,3,1,visible_text
PR/KN/170729/000350,19,1,visible_text
PRM/KA/RERA/1251/309/PR/171014/000350,37,1,visible_text
Master Ventures Private Limited,31,4,visible_text
Master Classic Residency,24,3,visible_text
28/06/2018,10,1,visible_text
28-06-2018,10,1,visible_text
153,3,1,visible_text
PR/KN/170731/000561,19,1,visible_text
PRM/KA/RERA/1251/310/PR/171015/000561,37,1,visible_text
B and B INFRASTRUCTURE LTD,26,5,visible_text
Opulent SPIRE,13,2,visible_text
23-12-2020,10,1,visible_text
23-12-2020 - 23-09-2021,23,3,visible_text
23-09-2021 - 30-06-2022,23,3,visible_text
154,3,1,visible_text
PR/KN/170729/000285,19,1,visible_text
PRM/KA/RERA/1251/309/PR/170916/000285,37,1,visible_text
vajram elina,12,2,visible_text
155,3,1,visible_text
